,x,y,operationTime,H,L,kickerId,OK,Left,Right,WindDirection,WindSpeed,StadiumAzimuthAngle,pressAltit,actualLength,prdictedLength
1037358,26.99,23.4,2.06,0,0,34593.0,1,0,0,67.33333333333333,4.038333333333333,289.5,-107.19999999999732,47.0,47.509304
1039847,49.92,23.443333333333335,2.12,0,0,34593.0,1,0,0,67.33333333333333,4.038333333333333,289.5,-107.19999999999732,60.0,50.20406
1041803,37.81,29.85,2.15,0,0,31018.0,1,0,0,67.33333333333333,4.038333333333333,289.5,-107.19999999999732,49.0,47.353485
1044593,51.019999999999996,23.503333333333337,2.32,0,0,46316.0,1,0,0,204.83333333333334,8.078333333333333,358.2,106.85000000000184,52.0,47.520317
1046696,63.12,23.76,2.07,0,1,38600.0,0,0,0,204.83333333333334,8.078333333333333,358.2,106.85000000000184,33.0,33.87958
1048942,58.18,29.433333333333337,2.14,0,0,46316.0,1,0,0,204.83333333333334,8.078333333333333,358.2,106.85000000000184,43.0,42.54862
1052384,55.82,23.9,2.22,0,0,46316.0,1,0,0,204.83333333333334,8.078333333333333,358.2,106.85000000000184,48.0,46.331554
1054956,41.47,23.89,2.0,0,0,52791.0,1,0,0,165.71428571428572,15.534285714285716,316.3,1064.5428571428588,67.0,53.10393
1057420,28.55,30.25,2.2,0,0,48335.0,1,0,0,165.71428571428572,15.534285714285716,316.3,1064.5428571428588,47.0,49.16376
1059595,32.81,29.273333333333337,2.16,0,0,52791.0,1,0,0,165.71428571428572,15.534285714285716,316.3,1064.5428571428588,53.0,50.693283
1061801,45.32,29.98,2.26,0,0,48335.0,1,0,0,165.71428571428572,15.534285714285716,316.3,1064.5428571428588,59.0,53.2507
1064358,34.099999999999994,29.223333333333336,2.02,0,0,52791.0,1,0,0,165.71428571428572,15.534285714285716,316.3,1064.5428571428588,47.0,47.91896
1066299,46.92,23.78,2.01,0,0,52791.0,1,0,0,165.71428571428572,15.534285714285716,316.3,1064.5428571428588,33.0,43.46442
1069440,18.629999999999995,23.533333333333335,2.24,0,0,45603.0,1,0,0,81.42857142857143,6.6571428571428575,333.9,628.4285714285706,51.0,47.21771
1071493,56.96,29.76,2.06,0,0,29926.0,1,0,0,81.42857142857143,6.6571428571428575,333.9,628.4285714285706,39.0,41.19081
1074110,28.150000000000006,29.673333333333336,2.08,0,0,45603.0,1,0,0,81.42857142857143,6.6571428571428575,333.9,628.4285714285706,49.0,47.968132
1076425,46.87,23.56,2.0,0,0,29926.0,1,0,0,81.42857142857143,6.6571428571428575,333.9,628.4285714285706,44.0,46.368958
1078483,38.93000000000001,29.593333333333337,1.95,0,0,40600.0,1,0,0,88.4,4.348333333333334,295.0,8.716666666665589,47.0,47.224857
1080332,51.93,23.83,2.03,0,0,40600.0,1,0,0,88.4,4.348333333333334,295.0,8.716666666665589,41.0,43.712433
1082634,63.97,27.233333333333334,2.16,1,0,38815.0,0,0,0,88.4,4.348333333333334,295.0,8.716666666665589,37.0,35.884666
1084913,46.68,23.64,2.01,0,0,40600.0,1,0,0,88.4,4.348333333333334,295.0,8.716666666665589,42.0,47.860424
1087806,26.63,29.83,2.1,0,0,38815.0,0,0,1,88.4,4.348333333333334,295.0,8.716666666665589,47.0,47.570942
1090529,49.0,23.533333333333335,1.96,0,0,40600.0,1,0,0,88.4,4.348333333333334,295.0,8.716666666665589,61.0,52.37121
1093727,35.86,23.433333333333337,1.99,0,0,40600.0,1,0,0,88.4,4.348333333333334,295.0,8.716666666665589,52.0,50.18609
1095781,47.69,29.65,2.18,0,0,38815.0,0,0,1,88.4,4.348333333333334,295.0,8.716666666665589,56.0,47.855286
1098376,10.939999999999998,29.653333333333336,1.66,0,0,40600.0,1,0,0,88.4,4.348333333333334,295.0,8.716666666665589,44.0,49.0418
1100932,65.39,23.513333333333335,2.11,0,0,38815.0,1,0,0,88.4,4.348333333333334,295.0,8.716666666665589,37.0,36.040257
1103925,12.77,23.54,1.89,0,0,40600.0,1,0,0,88.4,4.348333333333334,295.0,8.716666666665589,58.0,51.22474
1106388,31.29,29.67,1.96,0,0,40600.0,1,0,0,88.4,4.348333333333334,295.0,8.716666666665589,57.0,49.052315
1109134,74.96000000000001,23.503333333333337,2.19,0,0,38815.0,1,0,0,88.4,4.348333333333334,295.0,8.716666666665589,28.0,30.016657
1111652,23.62,29.7,2.07,0,0,40600.0,1,0,0,88.4,4.348333333333334,295.0,8.716666666665589,56.0,49.83707
1113697,36.980000000000004,29.783333333333335,2.14,0,0,38138.0,1,0,0,160.0,8.18,68.0,801.1166666666696,48.0,46.444996
1117151,28.97,29.703333333333337,2.26,0,0,43517.0,1,0,0,160.0,8.18,68.0,801.1166666666696,55.0,50.280273
1119277,46.53,29.85,2.2,0,0,38138.0,1,0,0,160.0,8.18,68.0,801.1166666666696,39.0,44.016666
1121420,51.72,29.533333333333335,2.12,0,0,46218.0,1,0,0,175.0,14.6,0.0,252.966666666671,46.0,46.411182
1123933,31.42,29.71,2.06,0,0,34723.0,1,0,0,175.0,14.6,0.0,252.966666666671,39.0,44.85269
1126001,34.7,26.453333333333337,2.04,0,0,46218.0,1,0,0,175.0,14.6,0.0,252.966666666671,60.0,50.37697
1128818,41.98,23.75,2.09,0,0,46218.0,1,0,0,175.0,14.6,0.0,252.966666666671,48.0,48.089706
1132308,25.810000000000002,24.873333333333335,2.15,0,0,34723.0,1,0,0,175.0,14.6,0.0,252.966666666671,57.0,47.51456
1134309,69.32,29.58,2.09,0,0,46218.0,1,0,0,175.0,14.6,0.0,252.966666666671,37.0,37.237427
1168947,63.28,24.0,2.08,0,0,41420.0,1,0,0,51.714285714285715,3.0171428571428573,322.4,309.00000000000034,35.0,35.043385
1171583,19.83,23.76,2.01,0,0,53146.0,1,0,0,51.714285714285715,3.0171428571428573,322.4,309.00000000000034,49.0,47.07046
1173833,68.02000000000001,29.453333333333337,2.07,0,0,41420.0,1,0,0,51.714285714285715,3.0171428571428573,322.4,309.00000000000034,39.0,36.203896
1176856,52.68,23.97,2.05,0,0,41420.0,1,0,0,51.714285714285715,3.0171428571428573,322.4,309.00000000000034,49.0,45.77619
1179013,55.77,24.08,1.98,0,0,41420.0,1,0,0,51.714285714285715,3.0171428571428573,322.4,309.00000000000034,54.0,42.567383
1181987,43.8,29.613333333333337,2.16,0,0,45153.0,1,0,0,221.42857142857142,13.315714285714288,26.6,520.2571428571468,51.0,46.92741
1185018,41.8,29.713333333333335,2.12,0,0,45153.0,1,0,0,221.42857142857142,13.315714285714288,26.6,520.2571428571468,43.0,44.91557
1187882,31.76,29.78,2.19,0,0,34593.0,1,0,0,221.42857142857142,13.315714285714288,26.6,520.2571428571468,50.0,42.468952
1190316,65.59,29.543333333333337,2.06,0,0,45153.0,1,0,0,221.42857142857142,13.315714285714288,26.6,520.2571428571468,43.0,38.140522
1193061,24.75,23.473333333333336,2.13,0,0,34593.0,1,0,0,221.42857142857142,13.315714285714288,26.6,520.2571428571468,28.0,39.04648
1195007,30.849999999999994,23.513333333333335,2.23,0,0,46316.0,1,0,0,39.285714285714285,16.865714285714287,16.7,-229.6285714285703,29.0,48.60281
1197067,59.84,29.323333333333334,2.07,0,0,48258.0,1,0,0,39.285714285714285,16.865714285714287,16.7,-229.6285714285703,50.0,44.344418
1199073,26.83,29.573333333333334,2.18,0,0,46316.0,1,0,0,39.285714285714285,16.865714285714287,16.7,-229.6285714285703,47.0,48.63448
1202131,66.47999999999999,23.813333333333336,2.12,0,0,43517.0,1,0,0,148.33333333333334,11.540000000000001,345.5,-472.800000000001,24.0,27.620487
1204268,34.66,29.62,2.09,0,0,40600.0,1,0,0,148.33333333333334,11.540000000000001,345.5,-472.800000000001,55.0,47.673096
1206757,40.76,29.71,2.2,0,0,43517.0,1,0,0,148.33333333333334,11.540000000000001,345.5,-472.800000000001,46.0,45.235092
1209132,22.03,23.75,1.86,0,0,45603.0,1,0,0,142.85714285714286,9.144285714285715,351.0,-447.71428571428305,45.0,48.05341
1211457,42.3,23.84,2.27,0,0,45603.0,1,0,0,142.85714285714286,9.144285714285715,351.0,-447.71428571428305,43.0,46.825176
1214330,32.92,23.393333333333334,2.14,0,0,31018.0,1,0,0,142.85714285714286,9.144285714285715,351.0,-447.71428571428305,57.0,49.327354
1216590,44.59,26.58,2.11,0,0,45603.0,1,0,0,142.85714285714286,9.144285714285715,351.0,-447.71428571428305,49.0,48.58213
1219547,25.959999999999994,23.473333333333336,2.21,0,0,31018.0,1,0,0,142.85714285714286,9.144285714285715,351.0,-447.71428571428305,59.0,48.36632
1222559,32.650000000000006,23.473333333333336,2.18,0,0,45603.0,1,0,0,142.85714285714286,9.144285714285715,351.0,-447.71428571428305,49.0,50.670135
1225726,25.08,23.513333333333335,2.17,0,0,45603.0,1,0,0,142.85714285714286,9.144285714285715,351.0,-447.71428571428305,66.0,52.4295
1228020,55.09,23.75,2.19,0,0,31018.0,1,0,0,142.85714285714286,9.144285714285715,351.0,-447.71428571428305,45.0,42.69165
1230032,38.85,26.9,2.05,0,0,31018.0,1,0,0,142.85714285714286,9.144285714285715,351.0,-447.71428571428305,46.0,45.752785
1232165,69.66,23.76,2.08,0,0,31018.0,1,0,0,142.85714285714286,9.144285714285715,351.0,-447.71428571428305,26.0,28.884464
1235030,30.959999999999994,23.843333333333337,2.17,0,0,45603.0,1,0,0,142.85714285714286,9.144285714285715,351.0,-447.71428571428305,43.0,50.07827
1237114,47.65,30.19,2.16,0,0,31018.0,1,0,0,142.85714285714286,9.144285714285715,351.0,-447.71428571428305,43.0,44.259335
1239799,35.84,23.423333333333336,2.13,0,0,31018.0,1,0,0,142.85714285714286,9.144285714285715,351.0,-447.71428571428305,49.0,48.65308
1242623,35.129999999999995,23.653333333333336,2.07,0,0,48139.0,1,0,0,196.66666666666666,10.458333333333334,333.9,385.4666666666685,43.0,48.069324
1245408,33.79,25.57,2.02,0,0,29926.0,1,0,0,196.66666666666666,10.458333333333334,333.9,385.4666666666685,44.0,43.608505
1247443,66.82,23.643333333333334,2.02,0,0,48139.0,1,0,0,196.66666666666666,10.458333333333334,333.9,385.4666666666685,29.0,32.51671
1249774,28.35,23.58,2.11,0,0,29926.0,1,0,0,196.66666666666666,10.458333333333334,333.9,385.4666666666685,37.0,43.785908
1251724,67.98,29.69,2.05,0,0,48139.0,1,0,0,196.66666666666666,10.458333333333334,333.9,385.4666666666685,30.0,35.457012
1253766,31.189999999999998,29.443333333333335,2.14,1,0,29926.0,0,0,0,196.66666666666666,10.458333333333334,333.9,385.4666666666685,44.0,45.110905
1257397,57.35,23.44,1.99,0,0,48139.0,1,0,0,196.66666666666666,10.458333333333334,333.9,385.4666666666685,31.0,35.390026
1260572,11.799999999999997,23.763333333333335,1.83,0,0,48139.0,1,0,0,196.66666666666666,10.458333333333334,333.9,385.4666666666685,59.0,51.22694
1263129,69.99,25.47,2.11,0,0,29926.0,1,0,0,196.66666666666666,10.458333333333334,333.9,385.4666666666685,40.0,36.404556
1265175,51.56999999999999,25.473333333333336,2.0,0,0,29926.0,1,0,0,196.66666666666666,10.458333333333334,333.9,385.4666666666685,44.0,43.953
1268519,29.77,29.61,2.02,0,0,48139.0,1,0,0,196.66666666666666,10.458333333333334,333.9,385.4666666666685,50.0,48.216953
1270273,55.59,25.713333333333335,2.2,0,0,42508.0,1,0,0,45.0,12.945,0.0,-78.91666666666234,30.0,35.67099
1272304,33.55,24.07,2.11,0,0,46241.0,1,0,0,45.0,12.945,0.0,-78.91666666666234,40.0,48.324966
1275275,37.93000000000001,30.083333333333336,2.18,0,0,46241.0,1,0,0,45.0,12.945,0.0,-78.91666666666234,51.0,47.09201
1277210,54.730000000000004,24.103333333333335,2.06,0,0,46241.0,1,0,0,45.0,12.945,0.0,-78.91666666666234,38.0,40.81805
1279866,38.959999999999994,30.293333333333337,2.12,0,0,46241.0,1,0,0,45.0,12.945,0.0,-78.91666666666234,45.0,45.759872
1282271,72.92,26.313333333333336,2.05,0,0,42508.0,1,0,0,45.0,12.945,0.0,-78.91666666666234,25.0,27.834599
1284311,43.42,23.81,2.16,0,0,46241.0,1,0,0,45.0,12.945,0.0,-78.91666666666234,48.0,48.360878
1286379,35.97,24.013333333333335,2.12,0,0,42508.0,1,0,0,45.0,12.945,0.0,-78.91666666666234,44.0,44.540787
1289659,32.58,24.29,2.06,0,0,46241.0,1,0,0,45.0,12.945,0.0,-78.91666666666234,55.0,49.80665
1292114,53.81,23.543333333333337,2.17,0,0,38815.0,1,0,0,315.0,5.798333333333333,330.0,-32.59999999999897,46.0,45.899986
1295431,37.17,23.74,2.24,0,0,47893.0,1,0,0,315.0,5.798333333333333,330.0,-32.59999999999897,49.0,50.63251
1297513,49.739999999999995,23.693333333333335,2.11,0,0,38815.0,1,0,0,315.0,5.798333333333333,330.0,-32.59999999999897,47.0,47.350765
1300285,41.63,23.77,2.11,0,0,38815.0,1,0,0,315.0,5.798333333333333,330.0,-32.59999999999897,63.0,52.319397
1302343,33.29,29.8,2.22,0,0,47893.0,1,0,0,315.0,5.798333333333333,330.0,-32.59999999999897,44.0,47.39105
1304279,52.97,23.653333333333336,2.37,0,0,38815.0,1,0,0,315.0,5.798333333333333,330.0,-32.59999999999897,44.0,47.009937
1307285,27.19,29.94,2.2,0,0,47893.0,1,0,0,315.0,5.798333333333333,330.0,-32.59999999999897,51.0,48.79013
1309754,53.04,25.73,2.19,0,0,47893.0,1,0,0,315.0,5.798333333333333,330.0,-32.59999999999897,48.0,46.721222
1312720,48.64,29.59,2.18,0,0,38815.0,1,0,0,315.0,5.798333333333333,330.0,-32.59999999999897,45.0,46.846
1315160,66.06,29.383333333333336,2.21,0,0,47893.0,1,0,0,315.0,5.798333333333333,330.0,-32.59999999999897,43.0,39.52324
1317839,14.46,29.87,2.16,0,0,38815.0,1,0,0,315.0,5.798333333333333,330.0,-32.59999999999897,46.0,46.33139
1321498,34.56,29.583333333333336,2.14,0,1,47946.0,0,0,0,109.0,8.906666666666666,343.0,-296.6833333333291,60.0,52.725975
1323482,70.94,23.643333333333334,2.08,1,0,40113.0,0,0,0,109.0,8.906666666666666,343.0,-296.6833333333291,31.0,30.097366
1326736,27.09,23.66,2.3,0,0,47946.0,1,0,0,109.0,8.906666666666666,343.0,-296.6833333333291,53.0,50.920677
1330488,44.97,29.713333333333335,2.14,1,0,40113.0,0,0,0,109.0,8.906666666666666,343.0,-296.6833333333291,46.0,47.67245
1333402,37.45,30.02,2.11,0,0,52599.0,1,0,0,58.333333333333336,16.57,302.1,-44.49999999999832,50.0,46.75026
1335397,50.86,29.453333333333337,2.14,0,0,45296.0,1,0,0,58.333333333333336,16.57,302.1,-44.49999999999832,44.0,45.239014
1338628,23.39,29.93,2.16,0,0,52599.0,1,0,0,58.333333333333336,16.57,302.1,-44.49999999999832,54.0,47.128525
1340905,69.84,26.36,1.94,0,0,52599.0,1,0,0,58.333333333333336,16.57,302.1,-44.49999999999832,40.0,35.427544
1343422,14.769999999999996,25.333333333333336,1.94,0,0,52599.0,1,0,0,58.333333333333336,16.57,302.1,-44.49999999999832,41.0,41.632954
1345490,65.68,29.79,2.38,0,0,45296.0,1,0,0,58.333333333333336,16.57,302.1,-44.49999999999832,29.0,32.52587
1349627,33.97,23.773333333333337,2.11,0,0,52599.0,1,0,0,58.333333333333336,16.57,302.1,-44.49999999999832,54.0,47.315285
1351703,42.900000000000006,29.643333333333334,2.11,0,0,52599.0,1,0,0,58.333333333333336,16.57,302.1,-44.49999999999832,39.0,44.05534
1353637,40.959999999999994,26.803333333333335,2.14,0,0,45296.0,1,0,0,58.333333333333336,16.57,302.1,-44.49999999999832,45.0,45.389004
1356581,28.12,27.46,2.08,0,0,52599.0,1,0,0,58.333333333333336,16.57,302.1,-44.49999999999832,48.0,47.085133
1359285,58.55,27.003333333333337,2.32,0,0,45296.0,1,0,0,58.333333333333336,16.57,302.1,-44.49999999999832,45.0,40.512844
1362856,33.23,29.91,2.14,0,0,52599.0,1,0,0,58.333333333333336,16.57,302.1,-44.49999999999832,52.0,47.81544
1364993,62.53,29.75,2.3,0,0,45296.0,1,0,0,58.333333333333336,16.57,302.1,-44.49999999999832,37.0,35.00477
1367569,39.39,23.793333333333337,2.07,0,0,52599.0,1,0,0,58.333333333333336,16.57,302.1,-44.49999999999832,49.0,46.345806
1369596,52.93000000000001,29.153333333333336,1.98,0,0,52599.0,1,0,0,58.333333333333336,16.57,302.1,-44.49999999999832,35.0,39.04663
1371575,39.08,23.93,2.12,0,1,45296.0,0,0,0,58.333333333333336,16.57,302.1,-44.49999999999832,46.0,46.57547
1373773,32.11,29.93,2.04,0,0,29141.0,1,0,0,194.33333333333334,4.453333333333333,68.0,505.8333333333359,49.0,46.305756
1375629,41.45,29.693333333333335,2.19,0,0,38138.0,1,0,0,194.33333333333334,4.453333333333333,68.0,505.8333333333359,44.0,45.728138
1378041,18.25,25.933333333333337,2.23,0,0,38138.0,1,0,0,194.33333333333334,4.453333333333333,68.0,505.8333333333359,41.0,44.522713
1380259,46.27,29.76,2.12,0,0,29141.0,1,0,0,194.33333333333334,4.453333333333333,68.0,505.8333333333359,39.0,42.72378
1382401,64.54,29.84,2.18,0,0,38138.0,1,0,0,194.33333333333334,4.453333333333333,68.0,505.8333333333359,45.0,38.955353
1384716,61.16,27.35,2.07,0,0,29141.0,1,0,0,194.33333333333334,4.453333333333333,68.0,505.8333333333359,33.0,39.670177
1388205,35.64,23.533333333333335,2.15,0,0,46903.0,1,0,0,45.833333333333336,7.56,302.1,503.8499999999982,59.0,48.5534
1391461,59.83,23.49,1.97,0,0,52791.0,1,0,0,45.833333333333336,7.56,302.1,503.8499999999982,42.0,39.401817
1393494,55.73,29.88,2.16,0,0,46903.0,1,0,0,45.833333333333336,7.56,302.1,503.8499999999982,44.0,43.71845
1396374,39.87,29.8,2.11,0,0,46903.0,1,0,0,45.833333333333336,7.56,302.1,503.8499999999982,52.0,48.91258
1399603,39.31999999999999,27.393333333333334,2.21,0,0,46903.0,1,0,0,45.833333333333336,7.56,302.1,503.8499999999982,58.0,50.331284
1401702,54.76,24.25,2.51,1,0,43517.0,0,0,0,132.0,3.5216666666666665,351.0,-289.41666666666356,43.0,44.34939
1404299,14.049999999999997,24.893333333333334,1.95,0,0,45603.0,1,0,0,132.0,3.5216666666666665,351.0,-289.41666666666356,49.0,47.612648
1406327,58.56,29.343333333333337,2.15,0,0,43517.0,1,0,0,132.0,3.5216666666666665,351.0,-289.41666666666356,40.0,42.00931
1409164,22.69,23.97,2.17,0,0,45603.0,1,0,0,132.0,3.5216666666666665,351.0,-289.41666666666356,57.0,51.342724
1412061,41.41,29.96,2.18,0,0,43517.0,1,0,0,132.0,3.5216666666666665,351.0,-289.41666666666356,56.0,49.97667
1414189,40.92,29.673333333333336,2.18,0,0,45603.0,1,0,0,132.0,3.5216666666666665,351.0,-289.41666666666356,48.0,49.226517
1417404,29.68,24.59,2.24,0,0,43517.0,1,0,0,132.0,3.5216666666666665,351.0,-289.41666666666356,48.0,48.793636
1419526,43.53,29.723333333333336,2.21,0,0,45603.0,1,0,0,132.0,3.5216666666666665,351.0,-289.41666666666356,54.0,50.147076
1421552,35.47,29.513333333333335,2.16,0,0,45603.0,1,0,0,132.0,3.5216666666666665,351.0,-289.41666666666356,47.0,48.871403
1423422,41.71,23.81,2.27,0,0,43517.0,1,0,0,132.0,3.5216666666666665,351.0,-289.41666666666356,37.0,49.475163
1425593,56.97,29.703333333333337,2.19,0,0,43517.0,1,0,0,132.0,3.5216666666666665,351.0,-289.41666666666356,41.0,42.95012
1428108,43.57,29.7,2.18,0,0,48258.0,1,0,0,282.85714285714283,4.26,70.9,960.6142857142901,67.0,54.889526
1430132,36.31999999999999,29.673333333333336,1.99,0,0,52636.0,1,0,0,282.85714285714283,4.26,70.9,960.6142857142901,44.0,46.99613
1432023,29.799999999999997,26.553333333333335,2.02,0,0,52636.0,1,0,0,282.85714285714283,4.26,70.9,960.6142857142901,43.0,44.838917
1434151,48.13,29.64,2.08,0,0,48258.0,1,0,0,282.85714285714283,4.26,70.9,960.6142857142901,51.0,49.313534
1436994,36.760000000000005,29.643333333333334,2.12,0,0,52636.0,1,0,0,282.85714285714283,4.26,70.9,960.6142857142901,46.0,47.266285
1439781,44.71,23.52,2.09,0,0,48258.0,1,0,0,282.85714285714283,4.26,70.9,960.6142857142901,59.0,50.827026
1442520,45.1,23.8,2.2,0,0,48139.0,1,0,0,51.42857142857143,8.078571428571427,320.6,375.10000000000105,50.0,48.205994
1444861,42.63,29.75,2.13,0,0,38600.0,1,0,0,102.28571428571429,8.165714285714285,358.2,42.10000000000176,67.0,52.793
1448020,26.930000000000007,26.633333333333336,2.0,0,0,46241.0,1,0,0,102.28571428571429,8.165714285714285,358.2,42.10000000000176,62.0,51.787357
1450095,53.71,29.81,2.23,0,0,38600.0,1,0,0,102.28571428571429,8.165714285714285,358.2,42.10000000000176,44.0,45.249702
1453285,49.459999999999994,29.583333333333336,2.08,0,0,38600.0,1,0,0,102.28571428571429,8.165714285714285,358.2,42.10000000000176,49.0,49.84756
1456066,60.01,26.85,2.1,0,0,46241.0,1,0,0,102.28571428571429,8.165714285714285,358.2,42.10000000000176,47.0,42.618263
1457968,40.32,23.73,2.15,0,0,38600.0,1,0,0,102.28571428571429,8.165714285714285,358.2,42.10000000000176,45.0,47.07284
1460887,33.66,25.833333333333336,2.04,0,0,46241.0,1,0,0,102.28571428571429,8.165714285714285,358.2,42.10000000000176,57.0,50.860165
1465133,30.59,29.87,2.07,0,0,46241.0,1,0,0,102.28571428571429,8.165714285714285,358.2,42.10000000000176,41.0,50.43231
1471253,47.980000000000004,29.723333333333336,2.14,0,0,52599.0,1,0,0,48.333333333333336,5.178333333333334,345.5,-306.71666666666454,47.0,43.71117
1474161,35.7,29.813333333333336,2.16,0,0,52599.0,1,0,0,48.333333333333336,5.178333333333334,345.5,-306.71666666666454,39.0,42.064564
1476179,30.89,29.86,2.11,0,0,52599.0,1,0,0,48.333333333333336,5.178333333333334,345.5,-306.71666666666454,36.0,42.23164
1478861,37.87,29.69,2.05,0,0,52599.0,1,0,0,48.333333333333336,5.178333333333334,345.5,-306.71666666666454,46.0,43.93869
1481201,58.05,29.673333333333336,2.05,0,0,40600.0,1,0,0,112.66666666666667,7.355,295.0,-151.73333333333176,38.0,40.1842
1483260,37.81,26.213333333333335,2.16,0,0,38138.0,1,0,0,112.66666666666667,7.355,295.0,-151.73333333333176,32.0,42.03171
1485351,38.769999999999996,29.623333333333335,2.37,0,0,38138.0,1,0,0,112.66666666666667,7.355,295.0,-151.73333333333176,47.0,44.61291
1487994,68.7,29.73,2.1,0,0,40600.0,1,0,0,112.66666666666667,7.355,295.0,-151.73333333333176,38.0,37.04627
1490068,40.44,25.983333333333334,2.12,0,0,38138.0,1,0,0,112.66666666666667,7.355,295.0,-151.73333333333176,44.0,44.025528
1492599,35.44,29.63,2.37,0,0,38138.0,1,0,0,112.66666666666667,7.355,295.0,-151.73333333333176,45.0,44.954205
1494646,41.36,23.6,2.23,0,0,38138.0,1,0,0,112.66666666666667,7.355,295.0,-151.73333333333176,49.0,46.99691
1496604,27.82,29.88,2.04,0,0,29141.0,1,0,0,226.28571428571428,12.868571428571428,330.0,1385.0857142857171,48.0,46.8427
1498933,62.59,29.413333333333334,2.17,0,0,29141.0,1,0,0,226.28571428571428,12.868571428571428,330.0,1385.0857142857171,47.0,40.49188
1501279,63.73,23.8,2.13,0,0,46218.0,1,0,0,226.28571428571428,12.868571428571428,330.0,1385.0857142857171,39.0,37.112682
1503361,43.34,23.423333333333336,1.95,0,0,46218.0,1,0,0,226.28571428571428,12.868571428571428,330.0,1385.0857142857171,66.0,46.252804
1506993,43.8,24.183333333333337,2.09,0,0,46218.0,1,0,0,226.28571428571428,12.868571428571428,330.0,1385.0857142857171,48.0,47.031643
1509640,32.099999999999994,23.633333333333336,2.31,0,0,40113.0,1,0,0,188.5,13.256666666666668,0.0,4760.700000000002,57.0,51.12404
1512767,41.099999999999994,23.803333333333335,2.3,0,0,40113.0,1,0,0,188.5,13.256666666666668,0.0,4760.700000000002,60.0,52.72539
1515236,51.900000000000006,28.073333333333334,2.0,0,0,52791.0,1,0,0,188.5,13.256666666666668,0.0,4760.700000000002,57.0,49.864227
1517234,40.61,29.76,2.23,0,0,40113.0,1,0,0,188.5,13.256666666666668,0.0,4760.700000000002,44.0,46.75022
1519212,64.64,29.203333333333337,2.17,0,0,52791.0,1,0,0,188.5,13.256666666666668,0.0,4760.700000000002,29.0,31.938822
1521476,41.120000000000005,29.243333333333336,2.13,0,0,52791.0,1,0,0,188.5,13.256666666666668,0.0,4760.700000000002,47.0,47.85381
1525147,47.879999999999995,29.613333333333337,2.16,0,0,47946.0,1,0,0,71.33333333333333,5.8,343.0,-93.41666666666481,46.0,48.19387
1527146,54.82,23.66,2.16,0,0,47893.0,1,0,0,71.33333333333333,5.8,343.0,-93.41666666666481,45.0,44.86476
1528861,37.150000000000006,23.463333333333335,2.07,0,1,42508.0,0,0,0,305.0,17.813333333333333,0.0,2530.2833333333356,43.0,42.973633
1532161,51.66,29.83,2.07,0,0,42508.0,1,0,0,305.0,17.813333333333333,0.0,2530.2833333333356,49.0,44.953423
1534227,47.349999999999994,29.673333333333336,2.1,0,0,48335.0,1,0,0,305.0,17.813333333333333,0.0,2530.2833333333356,48.0,43.71288
1536297,55.36,23.403333333333336,2.2,0,0,48335.0,1,0,0,305.0,17.813333333333333,0.0,2530.2833333333356,43.0,42.027866
1538389,60.03,29.313333333333336,2.17,0,0,48335.0,1,0,0,305.0,17.813333333333333,0.0,2530.2833333333356,30.0,34.416805
1540570,44.63,29.86,2.1,0,0,42508.0,1,0,0,305.0,17.813333333333333,0.0,2530.2833333333356,36.0,42.48368
1544031,18.87,26.86,2.19,0,0,33338.0,1,0,0,116.42857142857143,2.2185714285714284,334.6,341.5285714285701,63.0,53.284718
1548188,24.909999999999997,23.463333333333335,2.15,0,0,33338.0,1,0,0,116.42857142857143,2.2185714285714284,334.6,341.5285714285701,59.0,53.420265
1553187,29.7,29.59,2.15,0,0,33338.0,1,0,0,116.42857142857143,2.2185714285714284,334.6,341.5285714285701,61.0,54.002174
1555141,41.61,29.363333333333337,2.13,0,0,42333.0,1,0,0,116.42857142857143,2.2185714285714284,334.6,341.5285714285701,49.0,50.712097
1557072,34.56,29.41,2.17,0,0,33338.0,1,0,0,116.42857142857143,2.2185714285714284,334.6,341.5285714285701,59.0,53.19409
1560060,49.22,29.713333333333335,2.19,0,0,42333.0,1,0,0,116.42857142857143,2.2185714285714284,334.6,341.5285714285701,51.0,48.52824
1563140,41.09,23.433333333333337,2.23,0,0,46316.0,1,0,0,256.6666666666667,11.908333333333333,338.2,178.9166666666646,58.0,49.522953
1565298,37.129999999999995,23.893333333333334,2.19,0,0,46316.0,1,0,0,256.6666666666667,11.908333333333333,338.2,178.9166666666646,47.0,47.718502
1568030,41.49,29.93,2.02,0,0,42663.0,1,0,0,256.6666666666667,11.908333333333333,338.2,178.9166666666646,41.0,44.834717
1570592,48.25,23.493333333333336,2.13,0,0,46316.0,1,0,0,256.6666666666667,11.908333333333333,338.2,178.9166666666646,39.0,43.376064
1573299,37.46,29.86,2.18,0,0,46316.0,1,0,0,256.6666666666667,11.908333333333333,338.2,178.9166666666646,40.0,44.470226
1576563,27.0,29.573333333333334,2.24,0,0,42663.0,1,0,0,256.6666666666667,11.908333333333333,338.2,178.9166666666646,56.0,48.888233
1579192,45.93000000000001,29.653333333333336,2.15,0,0,42663.0,1,0,0,256.6666666666667,11.908333333333333,338.2,178.9166666666646,41.0,46.66862
1583466,57.04,26.353333333333335,2.05,0,0,46316.0,1,0,0,256.6666666666667,11.908333333333333,338.2,178.9166666666646,43.0,42.084484
